gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
TRINITY_DN1026_c0_g1	7193.87207906905	0.0923644158111903	0.0461518703860868	0.0384966713292501	0.107510066172348
TRINITY_DN1026_c0_g2	3259.36093865788	-0.149635262836479	0.0580341599529219	0.00639905052474214	0.0246608595468255
TRINITY_DN1027_c0_g1	11452.6394899395	0.00408494985480077	0.0374093483129609	0.90125750213148	0.952135542798652
TRINITY_DN10279_c0_g1	5.53719981432752	0.0488765547189621	0.192927926595878	0.10379771781218	NA
TRINITY_DN1028_c0_g1	790.560200766868	-0.0604750595685662	0.078970398855848	0.396162036300912	0.592671942043829
TRINITY_DN10285_c0_g1	12.1710143949673	0.075816341065771	0.203400084473764	0.0792341331031223	0.190053406083498
TRINITY_DN1029_c0_g1	13445.7004754261	0.0332014472808158	0.04014450558742	0.394138602739404	0.590997005911645
TRINITY_DN1029_c0_g2	375.409684629296	0.152660935938062	0.121196931595825	0.114634740836969	0.250232619059948
TRINITY_DN1029_c1_g1	5913.82926073233	0.142733431995838	0.0443747002688033	0.000892362684339767	0.00459679265126283
TRINITY_DN1029_c2_g1	3258.35764176277	-0.195371793754336	0.0544262948351593	0.000166771838732871	0.00103835351507342
TRINITY_DN1029_c3_g1	62.2243523537103	0.110499194743672	0.184111059758898	0.246984206403074	0.43441630820265
TRINITY_DN1029_c3_g2	460.725139226937	-0.0925119477968695	0.099183675606644	0.270532896751386	0.462746189629855
TRINITY_DN10296_c0_g1	6.86588669134173	0.00528093785635702	0.18505387791368	0.747586593653734	NA
TRINITY_DN103_c0_g1	5012.49216786537	0.217239805024752	0.0505573163220576	7.87506938630301e-06	6.50269367161239e-05
TRINITY_DN1030_c0_g1	10420.1609151191	-0.316641581607061	0.0401808704893244	1.11786229562792e-15	3.42624793609958e-14
TRINITY_DN10305_c0_g1	8.24650624242572	-0.0199853024659561	0.183631228082981	0.582075080666921	NA
TRINITY_DN1031_c0_g1	7917.8222108608	-0.0594493330104762	0.0447409588286528	0.170231536466908	0.335065404308135
TRINITY_DN1032_c0_g1	7170.04862178494	0.0388079464900919	0.121168684353401	0.682777414599957	0.822904387968428
TRINITY_DN10329_c0_g1	7.29340547102991	0.00522953184395069	0.182250911023332	0.886524234304987	NA
TRINITY_DN1033_c0_g1	6727.26741152189	0.00234649556069049	0.0433733823536526	0.956185596221838	0.979351329129468
TRINITY_DN10331_c0_g1	92.5126066913497	2.32436937082911	0.280550956438278	7.71781112690015e-18	2.77275793159841e-16
TRINITY_DN10332_c0_g1	9.17239605371065	0.0835666861002058	0.208329026684691	0.0618385286003671	NA
TRINITY_DN10336_c0_g1	8.23714808978492	0.0672076900155268	0.200373221748259	0.0644357316679934	NA
TRINITY_DN1034_c0_g1	11821.6332663679	-0.036521899330297	0.037824245980894	0.323560300856902	0.522632441878591
TRINITY_DN1034_c1_g1	7055.00237220428	0.158272918262852	0.051862100094153	0.00145295340730795	0.00697531425299872
TRINITY_DN10340_c0_g1	19.6790383993983	-0.0690355991705715	0.194885930428737	0.215878670396588	0.395912116538844
TRINITY_DN10348_c0_g1	6.37706976046248	0.0670527112633584	0.200465671847167	0.0646572561916952	NA
TRINITY_DN1035_c0_g1	2384.34337291348	0.361195090411915	0.0664327451032162	1.16548820864865e-08	1.58325600421413e-07
TRINITY_DN10355_c0_g1	7.98098595404074	-0.00166772700043983	0.180788584049743	0.965581665179981	NA
TRINITY_DN1036_c0_g1	875.421420031497	-0.0574835980959898	0.0833237424742287	0.439493314401655	0.632880697056443
TRINITY_DN1037_c0_g1	5833.45164163839	0.146403218553237	0.0474492723715941	0.00151080614138995	0.00720719194297308
TRINITY_DN10375_c0_g1	16.833309893278	-0.0308739708425203	0.179761842978028	0.581957931313568	0.750834437032816
TRINITY_DN1038_c0_g1	235.640807499496	0.182078813494174	0.142682255936764	0.0828676906650719	0.196415251339542
