gene_461	941	811	813	876	775	1912	2845	2987	3723
gene_462	1662	1624	1569	1136	967	1674	2738	3579	4199
gene_463	3900	3851	3480	3073	2548	4312	6604	7889	10888
gene_464	6	8	0	2	1	1	5	3	10
gene_465	3585	3288	2943	5731	4696	9680	7217	8588	12497
gene_466	21697	20605	18130	14192	11514	24709	38179	44083	58706
gene_467	5704	5155	4974	9226	8045	18077	12693	14430	17769
gene_468	1810	1680	1519	2156	1784	3566	4040	4947	6596
gene_469	1173	1044	1023	1230	971	2178	3365	3260	4447
gene_470	3765	3409	2924	4311	3332	8824	10302	10410	15898
gene_471	178	171	153	107	79	173	445	543	613
gene_472	407	396	363	485	451	649	971	1451	1565
gene_473	413	346	315	344	327	704	1025	1278	1545
gene_474	1861	1794	1626	1872	1599	3280	3594	4176	6000
gene_475	128	106	110	161	124	304	425	508	652
gene_476	644	586	499	826	668	1617	1960	2009	2788
gene_477	393	336	328	398	280	961	1059	816	1190
gene_478	500	439	440	496	353	862	1172	1184	1739
gene_479	1031	1038	951	968	891	1682	2320	2597	3241
gene_480	11195	10489	9550	10122	7713	16283	25446	27783	34371
gene_481	2067	1943	1638	2223	1854	4906	3622	3639	5007
gene_482	1418	1360	1069	1732	1415	3827	4129	4094	6081
gene_483	544	471	456	451	327	850	1695	1643	2136
gene_484	118	116	96	90	88	139	544	694	743
gene_485	440	465	424	506	442	966	1184	1341	1672
gene_486	2867	2653	2495	2090	1660	3304	4526	5505	7590
gene_487	2086	2013	2023	2272	1766	3056	3577	4485	5354
gene_488	1662	1553	1427	1591	1310	2219	2694	3608	4738
gene_489	1880	1720	1627	778	675	1525	2443	2610	3866
gene_490	2679	2661	2533	2195	1844	3382	4953	6144	7913
gene_491	711	663	598	1152	874	1970	2164	2271	3139
gene_492	1811	1704	1432	1588	1243	3018	3198	3364	5244
gene_493	219	218	191	118	96	224	238	261	307
gene_494	14801	13646	12387	17832	12762	32974	24605	23831	30752
gene_495	367	342	278	233	181	369	864	957	1164
gene_496	4758	4381	4282	2893	2719	5449	10913	11891	14098
gene_497	1625	1594	1603	2181	1905	3295	3470	4930	5496
gene_498	781	739	690	1020	800	1310	1273	1734	2207
gene_499	1243	1076	1023	1348	1058	2657	3877	3937	4874
gene_500	1838	1684	1415	1339	1116	2974	5851	5454	8428
gene_501	479	457	431	577	371	1148	1330	1210	1972
gene_502	1479	1378	1268	1055	824	1636	1926	2178	2910
gene_503	3184	2879	2543	3997	2984	7630	8342	7985	12080
gene_504	814	829	744	685	571	963	1810	2423	2580
